duration,src_bytes,dst_bytes,packet_rate,syn_flag,ack_flag,label
0.023463404498842957,159.80984099514572,345.582400973235,54.83630408986225,1,0,0
0.15050607154587606,229.2995884489391,312.3283845197044,60.19686143394366,0,1,0
0.06583728467727247,265.31402378641013,343.85405152433987,39.48179146557445,0,1,0
0.04564712768879767,138.65421618523797,305.2179985335422,36.793952902923365,0,0,0
0.008481243523117315,285.61538641834613,245.95852974540207,56.088264982078584,1,1,0
0.008479814595730259,193.57244828074352,210.72518652882405,48.46723593769094,1,1,0
0.002991938430434034,151.2489307530743,278.9597834169176,58.63110966662214,0,0,0
0.10056154322399698,237.88773901040918,238.69790372744345,60.8767417115766,0,1,0
0.04595410768136323,177.6772760872476,290.4224708295224,31.49600322653694,0,1,0
0.061562503085229515,195.9131661984253,260.6498397210056,41.629647975434395,1,1,0
0.0010399653999569312,179.78608778939605,333.52648100512386,48.74856917297954,1,1,0
0.1751778737579156,159.163103406755,303.91640195657874,39.7628980199036,0,1,0
0.08932147716773375,236.1998516200952,335.79954690057986,45.270352807727825,0,0,0
0.01193438126244735,185.68492985529065,335.39077786196486,37.21321433995412,1,1,0
0.010033949437483168,128.16741039103772,285.6261565026856,45.61405540614493,0,0,0
0.010130571141612853,227.55300621079664,290.5330924062944,40.33968343168271,0,1,0
0.018137686473023856,139.72088244881223,340.12835906570893,53.44623953549699,1,0,0
0.037196391543042724,142.33699136623707,495.67511445392995,59.02420166373642,0,0,0
0.028276853339016833,259.6303102488658,220.86950824515338,54.087453911826906,0,0,0
0.017211149627697077,140.18300503948942,303.3401190391568,75.97745282102447,1,0,0
0.04731854369498994,84.17775715362548,204.3433322220768,59.38863800780607,0,0,0
0.007511726436366934,231.14307424807478,298.3270120353671,59.01349784270242,0,1,0
0.017275775600120113,184.80682852594347,246.07512770765007,49.178974099762875,0,1,0
0.022813860911042354,189.11724394309417,290.40748711582717,46.93142436885229,1,1,0
0.030446734392988752,184.27498033249,312.42482671582866,62.73107565030881,0,1,0
0.0768968005515456,211.58349695093634,260.8487110060831,47.469700436425484,0,1,0
0.011136793106434515,162.3640379048466,157.2993059050094,50.34921239268179,0,0,0
0.036101457751656386,273.80574372828823,414.04285417222457,48.27816233050925,0,1,0
0.04487523606548803,126.18847598453009,367.1421583839448,55.39957984562758,1,0,0
0.0023781924878204276,222.24374583385617,289.55526168713084,58.91527975788414,0,0,0
0.04676665103248051,232.1060501938292,228.42136014315508,60.6432755164924,0,1,0
0.009348062598870822,162.0174119583311,306.8019672226422,46.96247728636703,0,1,0
0.003363196543965212,148.8132777361091,328.8791060033127,51.82159857269343,0,1,0
0.14868438967534656,250.85871070850783,361.6009452607687,53.31365911399312,0,0,0
0.16853151712305864,150.45696229916425,368.97777315206287,64.6420261366213,1,1,0
0.08261657864064384,169.66680296247165,384.0541044249477,32.13848986305162,0,1,0
0.018164392998437914,244.36544812298732,160.73122484040164,50.11445452887985,0,1,0
0.005138865750125312,201.7370616769512,275.62854287830845,43.56931341010716,0,1,0
0.05763753815493309,110.14281661854477,379.4480656489302,44.67471458885353,1,0,0
0.02900454212926992,287.3529572276757,226.1094637889628,41.49510267309386,1,1,0
0.006507611697722432,173.4994620610017,397.54140617453385,55.39121284472896,0,1,0
0.03417736140670751,179.86213550467915,444.8302092110621,25.492630723940586,0,1,0
0.0017496860721739544,212.78921261631825,395.30034555673285,48.61544450493433,0,1,0
0.1200211443696512,231.25383985020363,352.9272325682572,31.78456692176448,1,1,0
0.014972888842034305,298.05521456457336,264.19950181097215,43.074934242364456,0,1,0
0.05431278992824902,116.99659252971519,322.53078429982975,47.86256733304216,0,1,0
0.018677329082881184,241.29761044629728,192.31242810235014,45.94358257849447,0,1,0
0.03670554479546143,237.15048470250386,237.5111468326595,56.81148061664878,0,0,0
0.03956118989908988,193.14175445629417,243.13572139908237,62.49665103557145,1,0,0
0.010219429975395287,239.36368474081112,304.9578059172758,69.58159490396491,0,0,0
0.17464035663681132,246.71370088182735,268.6258187657367,49.924851856114785,0,1,0
0.07461226885690704,130.90186075064977,320.92799652960514,61.61084644423507,1,0,0
0.1402547209645791,287.4883252940415,370.22614599018067,64.63946881541158,0,1,0
0.11260759987670983,122.0618873430929,243.22179657029906,45.23735233513583,0,1,0
0.04555272061916375,143.23418593806133,311.88808743496406,62.33093362711627,0,1,0
0.12747176896347026,186.91061631879518,266.7224808145651,28.24314044179036,1,1,0
0.004632772947655781,296.24702565935286,315.2129994925745,52.977056978004754,1,1,0
0.010906734731563374,184.58716851233066,354.89380785694556,66.05461435344296,0,1,0
0.0023140982843415977,198.40330549745946,373.69886326737696,50.99316400227475,1,1,0
0.019676604340154343,271.60393019522814,353.6243295434431,48.0961051808955,0,1,0
0.02460651458971093,184.98409287172638,333.1188503143195,48.04574230072226,0,1,0
0.015828022160441286,141.0781643534662,186.38293815843764,64.6846422862439,0,1,0
0.0882278932620467,179.1382582380843,213.49872563632886,34.08320776443968,0,1,0
0.02206134997649351,268.5395916902889,234.0657376159607,46.08996893458073,1,1,0
0.01649014200671246,203.54324985275682,328.68961654460196,58.423170410777004,1,0,0
0.039120354160387304,296.532912952813,196.71960700875684,53.17891095742351,0,0,0
0.007594907391031443,236.89674631310777,327.0017862534286,61.86869937568103,1,1,0
0.08102417978873656,167.75955318032584,321.1575405706119,56.822618094816114,0,1,0
0.003873793440565451,202.5538152232539,145.14487155842522,45.2812324077715,1,0,0
0.216707316979366,157.339094092906,212.99177425859585,55.81464668895858,0,1,0
0.07397418881207557,166.5783484675615,383.51004598853996,36.8041517978972,1,1,0
0.011076972025294299,423.9542125512878,355.79273187159305,29.82809830793937,0,0,0
0.00027687101879677375,250.93122550169056,231.96848022440525,43.88490795907995,1,0,0
0.08449483887430631,243.05489945033366,217.21112116684398,50.79895046212213,1,1,0
0.06135479536935223,168.84098423459682,103.97226519371358,41.883714080460194,1,1,0
0.06528314543939995,278.47920331405396,417.70381501770515,51.74380398582543,1,0,0
0.07376072630217567,254.97078008964684,303.28434947448363,50.585274119518076,1,1,0
0.003846463275689818,294.08106446788855,450.69792442761604,31.398897794427462,0,1,0
0.022194633620811626,291.65570741992246,284.6663130422195,44.60320816100433,0,1,0
0.006157505230222483,126.04553559512391,322.6071439111669,59.410378223781365,0,0,0
0.09942647858291115,144.50802553650465,371.30387771428764,54.86514416004033,0,1,0
0.04881505958561871,149.81060922681817,431.1074148944728,43.035458545079784,0,1,0
0.020090940062565052,152.80296783337815,340.0817326787539,56.18902332715445,1,1,0
0.0032834032902391446,216.17261821301952,300.1925774350634,67.55174229674907,1,1,0
0.018624417520517685,171.6598273952091,302.2366128892291,45.75542845858682,1,0,0
0.019665710659206567,303.6299270381259,216.33315182344518,57.4143543160364,0,0,0
0.06539378919788705,295.2339941040819,269.44937065074794,55.8360332226053,0,1,0
0.050744467946301,199.67692029604802,304.0975587692071,45.226156437306805,1,0,0
0.10911259562007575,297.7663108074895,410.551510008141,38.672021987409344,1,1,0
0.03195330666881549,274.4067313620101,265.59654452149255,66.50666529413523,0,1,0
0.006368619680775095,177.46467204113705,385.01237163790285,60.88624643017202,0,1,0
0.062456317215829976,99.53923279872193,293.45295909889126,47.21957613149019,1,1,0
0.07151963765384321,189.10158075196352,399.484684766595,62.13541660118279,1,1,0
0.04119437474429144,167.76889344607633,354.13779951783613,55.54858477820126,1,0,0
0.07369449833606823,210.32528125729152,348.7356290281082,62.06212792313898,0,1,0
0.034040736575513895,204.46141434373746,378.3061327996423,32.07492080119796,0,1,0
0.036983941938863354,203.15088294496144,366.6527929028767,45.91708456876508,1,1,0
0.02789070969542137,226.18423706895823,385.10507165630594,65.73438582032412,0,1,0
0.0012873886995056864,139.3739026458161,470.54111673924524,76.51979709898848,0,1,0
0.005708371759593292,220.56801387848537,429.35157690791425,46.1022607222588,0,1,0
0.0015966840646526913,178.0191923491497,337.313938733197,45.92816300046845,0,1,0
0.050586477546377476,209.99910999318436,264.6602513037077,56.83061986246777,1,1,0
0.018869835439754994,247.87049226160948,329.313423175266,53.44260445803406,1,1,0
0.035521858856709505,138.78001133894853,145.9043419473182,55.33281585706987,0,0,0
0.11906327649229878,185.93531736652153,366.31892900008194,28.37715544184594,0,1,0
0.014336941149164917,194.0732882985568,215.19734443411116,47.612590752147014,0,1,0
0.02641409874413363,174.28655142146795,389.7985020779605,58.05349114045786,0,1,0
0.07043745737692918,244.99147480664786,458.42312269525735,26.456231577065918,0,1,0
0.012990257845869702,163.98058205997643,183.92525258520726,33.825950683577794,0,0,0
0.0040052139275088185,172.22998002788307,295.97564830339303,32.26097350677968,0,0,0
0.017107015194352853,164.50404335239676,214.84697178660554,56.5072445176272,0,0,0
0.008790417925003144,254.60277057194008,161.73520288508055,40.70386334058101,0,1,0
0.13274750429403123,175.37779437938917,291.49426790368983,37.99039597869465,0,1,0
0.08254435402422848,223.0022695441778,350.8133629678838,50.54981472819468,0,1,0
0.050174709526026554,298.7852550615037,360.3520343455235,37.59428067557515,1,1,0
0.10257598652604066,196.25907898247073,312.3140650052276,54.515969666893724,0,1,0
0.08139844703702782,255.60303400165787,166.86143547091496,74.13926930562437,1,0,0
0.010324773817931954,283.56770420465637,309.8703009962643,46.31301326977474,1,1,0
0.11154067026177805,251.3595780020207,180.59615870035705,30.569731809609376,1,1,0
0.0387549950983086,199.15993420111297,185.84093935537095,45.471043515173676,0,1,0
0.08236741456517832,232.10538794993067,220.25440893947524,54.899617001727385,1,1,0
0.11321213246431157,135.63107034323275,383.9848953102736,53.90020973262928,1,1,0
0.019136535820915925,160.9978420925024,343.6204276545235,58.38438146447024,1,1,0
